seq,orderid,orderdate,shipdate,customerid,productid,quantity,discount
8206,CA-2015-1148115,2015-11-08 17:15:08,2015-11-08 17:15:08,KD-16495,FUR-CH-10003746,2,0.10
8207,CA-2015-1222661,2015-04-26 00:53:37,2015-04-30 00:53:37,SA-20830,FUR-TA-10000577,1,0.45
8208,CA-2015-1222662,2015-04-26 01:49:49,2015-04-30 01:49:49,SA-20830,OFF-AR-10004757,1,0.20
8209,CA-2015-1415651,2015-09-20 11:17:22,2015-09-24 11:17:22,BG-11035,OFF-BI-10000545,6,0.70
8210,CA-2015-1415652,2015-09-20 12:33:14,2015-09-24 12:33:14,BG-11035,OFF-ST-10001522,4,0.20
8211,CA-2017-1287691,2017-09-07 04:37:09,2017-09-12 04:37:09,DM-12955,OFF-AP-10001271,2,0.20
8212,CA-2016-1163371,2016-11-07 03:37:43,2016-11-12 03:37:43,MC-17845,FUR-FU-10002030,5,0.60
8213,CA-2016-1163372,2016-11-07 04:13:40,2016-11-12 04:13:40,MC-17845,OFF-ST-10001272,3,0.20
8214,CA-2015-1208451,2015-09-25 13:03:06,2015-10-02 13:03:06,ML-17395,OFF-BI-10001116,4,0.70
8215,CA-2015-1208452,2015-09-25 14:12:35,2015-10-02 14:12:35,ML-17395,OFF-PA-10004665,1,0.20
8216,CA-2015-1208453,2015-09-25 15:39:18,2015-10-02 15:39:18,ML-17395,OFF-BI-10004506,1,0.70
8217,CA-2015-1208454,2015-09-25 16:11:27,2015-10-02 16:11:27,ML-17395,OFF-BI-10001982,2,0.70
8218,CA-2014-1207751,2014-10-03 10:08:17,2014-10-07 10:08:17,RD-19930,OFF-FA-10002676,3,0.20
8219,CA-2014-1207752,2014-10-03 11:54:46,2014-10-07 11:54:46,RD-19930,FUR-FU-10000758,3,0.60
8220,CA-2014-1207753,2014-10-03 12:25:15,2014-10-07 12:25:15,RD-19930,OFF-LA-10002271,2,0.20
8221,CA-2014-1207754,2014-10-03 13:26:33,2014-10-07 13:26:33,RD-19930,OFF-BI-10002609,3,0.80
8222,CA-2014-1207755,2014-10-03 14:56:29,2014-10-07 14:56:29,RD-19930,OFF-FA-10000254,4,0.20
8223,CA-2014-1529051,2014-02-18 14:08:23,2014-02-24 14:08:23,AB-10015,OFF-ST-10000321,2,0.20
8224,CA-2016-1046331,2016-06-12 13:10:53,2016-06-16 13:10:53,EA-14035,OFF-PA-10000241,6,0.00
8225,CA-2016-1046332,2016-06-12 14:35:30,2016-06-16 14:35:30,EA-14035,OFF-PA-10004782,2,0.00
8226,CA-2017-1041361,2017-11-01 10:58:11,2017-11-04 10:58:11,SF-20065,OFF-PA-10004243,10,0.00
8227,CA-2017-1041362,2017-11-01 11:17:57,2017-11-04 11:17:57,SF-20065,OFF-PA-10001033,1,0.00
8228,CA-2016-1230501,2016-04-04 13:02:04,2016-04-08 13:02:04,BC-11125,FUR-FU-10000723,2,0.00
8229,CA-2016-1230502,2016-04-04 14:09:44,2016-04-08 14:09:44,BC-11125,OFF-ST-10003455,2,0.00
8230,CA-2016-1230503,2016-04-04 15:37:19,2016-04-08 15:37:19,BC-11125,TEC-AC-10001109,3,0.00
8231,CA-2016-1623551,2016-06-30 09:27:13,2016-07-02 09:27:13,PF-19165,OFF-AR-10004344,3,0.00
8232,CA-2016-1623552,2016-06-30 10:19:58,2016-07-02 10:19:58,PF-19165,FUR-BO-10004695,7,0.00
8233,CA-2014-1582251,2014-09-22 12:10:53,2014-09-28 12:10:53,SE-20110,OFF-ST-10000675,5,0.00
8234,CA-2014-1582252,2014-09-22 13:22:37,2014-09-28 13:22:37,SE-20110,OFF-ST-10002301,2,0.00
8235,CA-2017-1022041,2017-05-01 12:15:23,2017-05-06 12:15:23,CJ-12010,OFF-SU-10001212,2,0.20
8236,CA-2017-1022042,2017-05-01 13:59:19,2017-05-06 13:59:19,CJ-12010,FUR-TA-10001889,4,0.45
8237,CA-2017-1022043,2017-05-01 14:44:30,2017-05-06 14:44:30,CJ-12010,FUR-CH-10002024,5,0.20
8238,CA-2017-1030651,2017-10-20 01:40:04,2017-10-20 01:40:04,PT-19090,OFF-ST-10000617,2,0.20
8239,CA-2017-1030652,2017-10-20 02:51:26,2017-10-20 02:51:26,PT-19090,OFF-PA-10000380,1,0.20
8240,CA-2017-1030653,2017-10-20 03:54:06,2017-10-20 03:54:06,PT-19090,OFF-AR-10003251,2,0.20
8241,CA-2017-1030654,2017-10-20 04:17:27,2017-10-20 04:17:27,PT-19090,FUR-FU-10000175,4,0.20
8242,CA-2014-1098551,2014-09-01 13:40:08,2014-09-05 13:40:08,LH-16900,OFF-BI-10004716,2,0.20
8243,CA-2014-1098552,2014-09-01 14:18:33,2014-09-05 14:18:33,LH-16900,TEC-AC-10002842,3,0.00
8244,CA-2014-1098971,2014-08-12 09:26:47,2014-08-16 09:26:47,BW-11200,TEC-PH-10003691,8,0.20
8245,CA-2014-1098972,2014-08-12 10:01:55,2014-08-16 10:01:55,BW-11200,FUR-FU-10002878,3,0.00
8246,US-2014-1435811,2014-08-19 00:36:03,2014-08-23 00:36:03,BS-11365,OFF-ST-10000991,3,0.00
8247,CA-2015-1292171,2015-05-10 06:32:37,2015-05-10 06:32:37,DP-13390,OFF-AP-10002439,5,0.80
8248,CA-2015-1292172,2015-05-10 07:59:30,2015-05-10 07:59:30,DP-13390,OFF-AR-10004602,2,0.20
8249,CA-2016-1338161,2016-05-10 12:05:31,2016-05-13 12:05:31,CS-12400,TEC-PH-10001795,2,0.40
8250,CA-2015-1402211,2015-03-05 02:07:56,2015-03-09 02:07:56,MS-17365,OFF-BI-10002854,2,0.80
8251,CA-2015-1402212,2015-03-05 03:40:35,2015-03-09 03:40:35,MS-17365,FUR-FU-10000023,2,0.60
8252,CA-2015-1402213,2015-03-05 04:48:53,2015-03-09 04:48:53,MS-17365,OFF-AP-10000828,5,0.80
8253,CA-2015-1402214,2015-03-05 05:47:32,2015-03-09 05:47:32,MS-17365,OFF-ST-10000777,2,0.20
8254,CA-2017-1523101,2017-08-12 08:04:46,2017-08-19 08:04:46,DK-12895,TEC-CO-10000971,1,0.00
8255,CA-2017-1523102,2017-08-12 09:21:47,2017-08-19 09:21:47,DK-12895,OFF-PA-10003134,4,0.00
8256,CA-2017-1523103,2017-08-12 10:41:29,2017-08-19 10:41:29,DK-12895,TEC-PH-10002538,8,0.20
8257,CA-2017-1523104,2017-08-12 11:20:04,2017-08-19 11:20:04,DK-12895,OFF-ST-10001228,3,0.00
8258,CA-2017-1523105,2017-08-12 12:43:26,2017-08-19 12:43:26,DK-12895,TEC-AC-10000397,5,0.00
8259,CA-2017-1523106,2017-08-12 13:55:30,2017-08-19 13:55:30,DK-12895,OFF-BI-10004308,6,0.20
8260,CA-2016-1181011,2016-06-26 13:53:00,2016-06-26 13:53:00,SN-20560,OFF-PA-10000357,9,0.00
8261,CA-2016-1181012,2016-06-26 14:02:02,2016-06-26 14:02:02,SN-20560,OFF-BI-10000773,1,0.00
8262,CA-2016-1181013,2016-06-26 15:17:30,2016-06-26 15:17:30,SN-20560,OFF-ST-10001837,4,0.00
8263,CA-2016-1003071,2016-12-15 00:32:46,2016-12-19 00:32:46,TC-21475,OFF-PA-10002552,3,0.00
8264,CA-2015-1384571,2015-09-13 10:55:03,2015-09-17 10:55:03,AM-10705,OFF-BI-10000014,4,0.70
8265,CA-2014-1318001,2014-12-30 00:48:03,2015-01-04 00:48:03,AJ-10960,OFF-AP-10004136,3,0.00
8266,CA-2014-1318002,2014-12-30 01:17:44,2015-01-04 01:17:44,AJ-10960,OFF-BI-10003429,7,0.20
8267,CA-2014-1183041,2014-04-29 12:26:12,2014-05-04 12:26:12,KH-16360,TEC-PH-10000376,2,0.00
8268,CA-2017-1217901,2017-01-30 11:00:06,2017-02-06 11:00:06,LP-17095,FUR-TA-10003469,1,0.50
8269,CA-2017-1217902,2017-01-30 12:16:13,2017-02-06 12:16:13,LP-17095,OFF-SU-10004231,4,0.20
8270,CA-2017-1217903,2017-01-30 13:47:58,2017-02-06 13:47:58,LP-17095,TEC-PH-10002584,4,0.20
8271,CA-2017-1217904,2017-01-30 14:26:43,2017-02-06 14:26:43,LP-17095,OFF-AR-10003602,2,0.20
8272,CA-2016-1696701,2016-12-25 08:01:47,2016-12-31 08:01:47,JE-15715,FUR-CH-10002331,8,0.10
8273,CA-2016-1395491,2016-10-20 10:33:06,2016-10-25 10:33:06,MY-18295,FUR-CH-10001802,4,0.20
8274,CA-2015-1040591,2015-06-13 13:40:16,2015-06-15 13:40:16,FC-14245,OFF-AR-10000634,1,0.20
8275,CA-2017-1641121,2017-06-30 00:13:20,2017-07-04 00:13:20,ND-18460,OFF-ST-10002615,7,0.00
8276,CA-2015-1438821,2015-06-26 07:13:08,2015-06-30 07:13:08,DB-13360,OFF-PA-10004040,9,0.20
8277,US-2016-1392621,2016-02-21 09:02:54,2016-02-25 09:02:54,LC-16960,OFF-BI-10003727,3,0.70
8278,US-2016-1392622,2016-02-21 10:01:46,2016-02-25 10:01:46,LC-16960,OFF-BI-10002026,2,0.70
8279,US-2016-1392623,2016-02-21 11:26:30,2016-02-25 11:26:30,LC-16960,OFF-ST-10001496,3,0.20
8280,CA-2017-1461921,2017-04-22 02:51:26,2017-04-26 02:51:26,BD-11725,OFF-ST-10003716,3,0.00
8281,CA-2017-1348101,2017-05-09 05:20:58,2017-05-10 05:20:58,MC-17605,OFF-EN-10002504,3,0.20
8282,CA-2017-1348102,2017-05-09 06:23:04,2017-05-10 06:23:04,MC-17605,FUR-CH-10001270,3,0.20
8283,CA-2015-1542841,2015-12-21 06:07:40,2015-12-26 06:07:40,SZ-20035,TEC-MA-10004241,2,0.30
8284,CA-2015-1542842,2015-12-21 07:11:39,2015-12-26 07:11:39,SZ-20035,OFF-AR-10001468,2,0.20
8285,CA-2015-1542843,2015-12-21 08:04:18,2015-12-26 08:04:18,SZ-20035,TEC-AC-10003198,8,0.20
8286,CA-2015-1542844,2015-12-21 09:44:59,2015-12-26 09:44:59,SZ-20035,FUR-FU-10003039,3,0.60
8287,CA-2014-1562441,2014-08-12 11:51:12,2014-08-16 11:51:12,DH-13675,OFF-PA-10000295,6,0.20
8288,CA-2014-1562442,2014-08-12 12:12:38,2014-08-16 12:12:38,DH-13675,OFF-AR-10004344,5,0.20
8289,CA-2014-1562443,2014-08-12 13:27:40,2014-08-16 13:27:40,DH-13675,TEC-AC-10002473,7,0.20
8290,CA-2014-1562444,2014-08-12 14:26:27,2014-08-16 14:26:27,DH-13675,OFF-AP-10002403,6,0.20
8291,CA-2014-1562445,2014-08-12 15:45:10,2014-08-16 15:45:10,DH-13675,OFF-SU-10000432,2,0.20
8292,CA-2014-1562446,2014-08-12 16:47:40,2014-08-16 16:47:40,DH-13675,OFF-LA-10000443,1,0.20
8293,CA-2015-1063621,2015-12-11 06:20:41,2015-12-15 06:20:41,LC-16885,OFF-BI-10003166,3,0.70
8294,US-2017-1688021,2017-11-03 14:33:16,2017-11-07 14:33:16,JO-15145,OFF-BI-10002393,4,0.20
8295,US-2017-1469061,2017-03-13 00:33:20,2017-03-17 00:33:20,MT-17815,TEC-PH-10001809,2,0.00
8296,CA-2016-1663801,2016-05-30 01:34:10,2016-06-03 01:34:10,EB-13750,OFF-EN-10002600,9,0.00
8297,CA-2016-1663802,2016-05-30 02:10:48,2016-06-03 02:10:48,EB-13750,TEC-AC-10000109,2,0.00
8298,US-2015-1589111,2015-07-05 13:47:27,2015-07-11 13:47:27,RS-19765,FUR-FU-10003829,2,0.20
8299,US-2015-1589112,2015-07-05 14:46:57,2015-07-11 14:46:57,RS-19765,OFF-LA-10003223,3,0.20
8300,US-2014-1033381,2014-03-11 02:59:46,2014-03-15 02:59:46,RB-19435,OFF-AR-10001770,3,0.00
8301,CA-2015-1091691,2015-04-20 03:49:23,2015-04-24 03:49:23,OT-18730,OFF-EN-10003296,2,0.00
8302,US-2017-1673181,2017-07-26 11:45:14,2017-08-01 11:45:14,GZ-14545,TEC-AC-10003870,5,0.00
8303,US-2017-1673182,2017-07-26 12:45:35,2017-08-01 12:45:35,GZ-14545,FUR-CH-10000665,3,0.20
8304,US-2014-1203131,2014-10-31 09:43:03,2014-11-02 09:43:03,NL-18310,TEC-PH-10003092,2,0.20
8305,CA-2017-1354191,2017-11-03 09:23:17,2017-11-09 09:23:17,BG-11740,FUR-TA-10001086,4,0.20
8306,CA-2016-1286711,2016-08-11 14:48:01,2016-08-16 14:48:01,MT-18070,OFF-PA-10001870,5,0.00
8307,CA-2016-1286712,2016-08-11 15:50:07,2016-08-16 15:50:07,MT-18070,OFF-BI-10003305,7,0.00
8308,CA-2016-1286713,2016-08-11 16:45:50,2016-08-16 16:45:50,MT-18070,OFF-BI-10003007,2,0.00
8309,CA-2016-1493351,2016-07-25 00:21:03,2016-07-25 00:21:03,BC-11125,OFF-AR-10001419,9,0.00
8310,CA-2014-1683121,2014-03-01 03:15:37,2014-03-07 03:15:37,GW-14605,OFF-ST-10003692,3,0.20
8311,CA-2014-1683122,2014-03-01 04:53:48,2014-03-07 04:53:48,GW-14605,FUR-TA-10001866,3,0.30
8312,US-2017-1059351,2017-01-26 03:46:30,2017-01-31 03:46:30,BD-11500,FUR-FU-10002157,4,0.00
8313,US-2017-1059352,2017-01-26 04:01:56,2017-01-31 04:01:56,BD-11500,TEC-PH-10001459,7,0.00
8314,CA-2014-1615081,2014-07-12 06:49:00,2014-07-16 06:49:00,PV-18985,FUR-CH-10002126,3,0.30
8315,CA-2014-1615082,2014-07-12 07:33:46,2014-07-16 07:33:46,PV-18985,OFF-FA-10001561,2,0.20
8316,CA-2014-1615083,2014-07-12 08:11:10,2014-07-16 08:11:10,PV-18985,OFF-AR-10003158,7,0.20
8317,CA-2014-1615084,2014-07-12 09:18:12,2014-07-16 09:18:12,PV-18985,OFF-PA-10001804,3,0.20
8318,CA-2017-1309041,2017-04-11 11:11:39,2017-04-16 11:11:39,HM-14980,OFF-AR-10000422,1,0.20
8319,CA-2017-1309042,2017-04-11 12:28:53,2017-04-16 12:28:53,HM-14980,OFF-AR-10000127,8,0.20
8320,CA-2017-1336201,2017-11-13 09:09:07,2017-11-18 09:09:07,EM-14065,OFF-ST-10004634,1,0.00
8321,CA-2015-1429371,2015-12-05 07:07:06,2015-12-06 07:07:06,SF-20065,OFF-AR-10003582,2,0.20
8322,US-2016-1497901,2016-09-26 00:34:58,2016-10-01 00:34:58,SC-20380,OFF-BI-10002026,2,0.80
8323,CA-2016-1307781,2016-11-19 09:05:07,2016-11-25 09:05:07,ND-18370,OFF-AP-10000595,2,0.00
8324,CA-2016-1307782,2016-11-19 10:02:23,2016-11-25 10:02:23,ND-18370,OFF-PA-10001509,5,0.00
8325,CA-2017-1444561,2017-09-08 02:22:30,2017-09-09 02:22:30,FC-14245,OFF-ST-10001321,5,0.20
8326,CA-2017-1444562,2017-09-08 03:34:05,2017-09-09 03:34:05,FC-14245,TEC-PH-10001750,3,0.20
8327,CA-2017-1034781,2017-07-21 11:00:39,2017-07-24 11:00:39,KL-16555,OFF-BI-10001890,4,0.80
8328,CA-2017-1034782,2017-07-21 12:33:42,2017-07-24 12:33:42,KL-16555,OFF-BI-10004224,7,0.80
8329,CA-2017-1185771,2017-10-06 10:30:25,2017-10-11 10:30:25,XP-21865,OFF-PA-10001357,3,0.00
8330,CA-2017-1185772,2017-10-06 11:05:37,2017-10-11 11:05:37,XP-21865,OFF-PA-10004888,1,0.00
8331,CA-2017-1135721,2017-11-07 09:36:31,2017-11-11 09:36:31,FP-14320,TEC-AC-10002370,4,0.00
8332,CA-2016-1532691,2016-03-09 11:03:21,2016-03-12 11:03:21,PS-18760,OFF-ST-10004634,1,0.00
8333,CA-2016-1532692,2016-03-09 12:41:37,2016-03-12 12:41:37,PS-18760,FUR-CH-10002647,5,0.00
8334,CA-2016-1532693,2016-03-09 13:46:37,2016-03-12 13:46:37,PS-18760,OFF-PA-10001801,3,0.00
8335,CA-2016-1532694,2016-03-09 14:45:34,2016-03-12 14:45:34,PS-18760,OFF-BI-10004632,4,0.00
8336,CA-2017-1616551,2017-05-13 06:35:43,2017-05-18 06:35:43,CW-11905,OFF-BI-10002082,9,0.00
8337,CA-2016-1014691,2016-07-02 12:35:14,2016-07-08 12:35:14,KH-16360,OFF-AR-10003986,2,0.00
8338,CA-2014-1530871,2014-12-27 14:09:52,2015-01-03 14:09:52,TC-20980,OFF-PA-10001243,4,0.00
8339,CA-2014-1530872,2014-12-27 15:06:28,2015-01-03 15:06:28,TC-20980,TEC-AC-10003198,5,0.00
8340,CA-2017-1350761,2017-04-13 06:10:02,2017-04-17 06:10:02,YS-21880,FUR-CH-10003774,6,0.20
8341,CA-2014-1616341,2014-11-14 00:44:34,2014-11-20 00:44:34,CC-12220,OFF-PA-10002262,5,0.00
8342,CA-2017-1414811,2017-06-11 07:49:24,2017-06-14 07:49:24,ZD-21925,OFF-AP-10004532,3,0.00
8343,CA-2016-1325491,2016-11-25 07:23:42,2016-11-30 07:23:42,JK-15370,OFF-ST-10001325,7,0.00
8344,US-2014-1555441,2014-03-21 14:25:33,2014-03-25 14:25:33,GM-14440,OFF-LA-10004544,5,0.20
8345,US-2014-1555442,2014-03-21 15:31:18,2014-03-25 15:31:18,GM-14440,FUR-FU-10001473,3,0.20
8346,US-2014-1555443,2014-03-21 16:08:29,2014-03-25 16:08:29,GM-14440,FUR-CH-10000422,3,0.20
8347,US-2015-1152381,2015-04-30 01:13:31,2015-05-04 01:13:31,JW-15220,FUR-FU-10002960,5,0.00
8348,US-2015-1152382,2015-04-30 02:36:25,2015-05-04 02:36:25,JW-15220,FUR-FU-10002445,1,0.00
8349,US-2015-1152383,2015-04-30 03:52:24,2015-05-04 03:52:24,JW-15220,TEC-PH-10001300,10,0.00
8350,US-2015-1152384,2015-04-30 04:44:02,2015-05-04 04:44:02,JW-15220,FUR-FU-10001025,5,0.00
8351,US-2015-1152385,2015-04-30 05:18:01,2015-05-04 05:18:01,JW-15220,OFF-PA-10002689,1,0.00
8352,CA-2017-1321991,2017-05-03 03:20:54,2017-05-08 03:20:54,BO-11350,FUR-FU-10004245,2,0.20
8353,CA-2017-1321992,2017-05-03 04:58:49,2017-05-08 04:58:49,BO-11350,OFF-BI-10003684,4,0.70
8354,CA-2017-1321993,2017-05-03 05:01:50,2017-05-08 05:01:50,BO-11350,FUR-TA-10003748,5,0.40
8355,CA-2017-1321994,2017-05-03 06:50:34,2017-05-08 06:50:34,BO-11350,OFF-BI-10002133,5,0.70
8356,CA-2017-1321995,2017-05-03 07:38:40,2017-05-08 07:38:40,BO-11350,OFF-FA-10002280,2,0.20
8357,CA-2016-1631741,2016-08-26 07:10:34,2016-08-30 07:10:34,XP-21865,FUR-FU-10000308,3,0.00
8358,CA-2014-1105551,2014-04-11 00:49:04,2014-04-18 00:49:04,MM-18055,OFF-ST-10000876,7,0.00
8359,CA-2014-1105552,2014-04-11 01:07:12,2014-04-18 01:07:12,MM-18055,TEC-PH-10000586,2,0.20
8360,CA-2014-1105553,2014-04-11 02:33:30,2014-04-18 02:33:30,MM-18055,TEC-AC-10003399,6,0.00
8361,CA-2017-1472071,2017-01-02 14:33:38,2017-01-04 14:33:38,TS-21655,OFF-AR-10001955,2,0.20
8362,CA-2017-1472072,2017-01-02 15:20:54,2017-01-04 15:20:54,TS-21655,OFF-AP-10000027,2,0.80
8363,CA-2017-1472073,2017-01-02 16:51:36,2017-01-04 16:51:36,TS-21655,FUR-TA-10002958,5,0.30
8364,CA-2017-1472074,2017-01-02 17:15:57,2017-01-04 17:15:57,TS-21655,OFF-ST-10002615,3,0.20
8365,CA-2017-1376311,2017-04-28 09:25:12,2017-05-02 09:25:12,JL-15235,TEC-PH-10002624,2,0.20
8366,CA-2017-1572731,2017-01-30 13:50:47,2017-02-02 13:50:47,SZ-20035,TEC-PH-10002275,4,0.20
8367,CA-2014-1099181,2014-09-07 04:03:19,2014-09-12 04:03:19,LR-17035,OFF-SU-10004290,4,0.00
8368,CA-2014-1099182,2014-09-07 05:39:53,2014-09-12 05:39:53,LR-17035,OFF-PA-10000174,2,0.00
8369,CA-2014-1099183,2014-09-07 06:36:30,2014-09-12 06:36:30,LR-17035,OFF-BI-10004308,5,0.20
8370,CA-2016-1187451,2016-06-11 12:11:10,2016-06-16 12:11:10,SV-20365,FUR-TA-10003473,3,0.20
8371,CA-2016-1639721,2016-10-17 03:56:09,2016-10-21 03:56:09,MG-17890,FUR-BO-10003894,2,0.15
8372,CA-2014-1653931,2014-12-27 14:18:53,2014-12-30 14:18:53,NC-18415,OFF-BI-10001658,1,0.80
8373,CA-2016-1137261,2016-11-24 04:42:02,2016-12-01 04:42:02,SC-20680,FUR-FU-10003535,3,0.00
8374,CA-2016-1529401,2016-11-10 10:42:50,2016-11-13 10:42:50,RO-19780,OFF-ST-10000352,1,0.00
8375,CA-2015-1587011,2015-01-05 08:27:10,2015-01-10 08:27:10,JL-15175,OFF-AP-10004859,6,0.00
8376,CA-2015-1587012,2015-01-05 09:39:35,2015-01-10 09:39:35,JL-15175,OFF-BI-10001294,6,0.20
8377,CA-2017-1562721,2017-03-21 10:10:13,2017-03-27 10:10:13,PW-19030,OFF-AP-10001242,1,0.20
8378,CA-2015-1629641,2015-11-12 06:33:57,2015-11-18 06:33:57,MF-18250,OFF-ST-10002344,1,0.20
8379,CA-2015-1629642,2015-11-12 07:37:35,2015-11-18 07:37:35,MF-18250,OFF-PA-10003349,3,0.20
8380,CA-2015-1629643,2015-11-12 08:56:19,2015-11-18 08:56:19,MF-18250,OFF-EN-10003055,7,0.20
8381,CA-2014-1035271,2014-09-09 10:27:50,2014-09-14 10:27:50,CC-12220,OFF-PA-10001622,3,0.20
8382,CA-2016-1345441,2016-03-17 06:38:42,2016-03-19 06:38:42,AC-10660,TEC-PH-10003800,2,0.20
8383,CA-2016-1630481,2016-02-08 08:03:00,2016-02-15 08:03:00,MH-17440,FUR-CH-10001270,4,0.30
8384,CA-2016-1451351,2016-11-26 03:27:56,2016-11-28 03:27:56,CD-12790,TEC-AC-10003447,3,0.00
8385,CA-2016-1451352,2016-11-26 04:16:32,2016-11-28 04:16:32,CD-12790,OFF-PA-10004285,2,0.00
8386,CA-2017-1375821,2017-09-04 11:00:59,2017-09-08 11:00:59,CV-12805,OFF-BI-10001757,3,0.20
8387,CA-2015-1496011,2015-05-28 04:52:20,2015-06-03 04:52:20,TB-21625,OFF-ST-10001558,1,0.00
8388,CA-2015-1496012,2015-05-28 05:10:11,2015-06-03 05:10:11,TB-21625,OFF-ST-10001328,5,0.00
8389,CA-2014-1394231,2014-11-01 14:42:27,2014-11-05 14:42:27,DG-13300,OFF-AP-10004708,2,0.00
8390,CA-2016-1025961,2016-12-27 08:07:29,2016-12-30 08:07:29,RD-19810,OFF-FA-10000621,6,0.20
8391,CA-2017-1532271,2017-12-04 07:51:08,2017-12-06 07:51:08,CS-12250,OFF-PA-10001838,2,0.00
8392,CA-2017-1106251,2017-12-23 05:00:43,2017-12-30 05:00:43,JB-16045,FUR-FU-10001473,2,0.00
8393,CA-2016-1425941,2016-12-01 08:19:46,2016-12-06 08:19:46,EJ-14155,TEC-PH-10000193,3,0.00
8394,CA-2016-1425942,2016-12-01 09:22:05,2016-12-06 09:22:05,EJ-14155,FUR-FU-10002045,5,0.00
8395,CA-2016-1425943,2016-12-01 10:27:28,2016-12-06 10:27:28,EJ-14155,OFF-AP-10002945,3,0.00
8396,CA-2016-1425944,2016-12-01 11:28:25,2016-12-06 11:28:25,EJ-14155,FUR-TA-10001095,3,0.30
8397,CA-2014-1522541,2014-06-30 07:53:56,2014-06-30 07:53:56,BD-11620,OFF-PA-10001144,7,0.20
8398,US-2014-1202361,2014-09-03 09:51:33,2014-09-04 09:51:33,MR-17545,OFF-BI-10004099,5,0.80
8399,CA-2017-1200611,2017-11-02 14:40:32,2017-11-07 14:40:32,SR-20425,FUR-CH-10001973,2,0.30
8400,CA-2015-1338371,2015-04-13 08:06:15,2015-04-18 08:06:15,TH-21100,OFF-ST-10000344,1,0.20
8401,CA-2015-1108141,2015-12-05 12:09:38,2015-12-09 12:09:38,BD-11635,OFF-BI-10002026,5,0.20
8402,CA-2015-1108142,2015-12-05 13:18:22,2015-12-09 13:18:22,BD-11635,FUR-CH-10003535,3,0.10
8403,CA-2015-1108143,2015-12-05 14:52:54,2015-12-09 14:52:54,BD-11635,OFF-PA-10004156,2,0.00
8404,CA-2016-1540671,2016-02-01 01:02:39,2016-02-07 01:02:39,SM-20950,OFF-PA-10002254,4,0.00
8405,CA-2017-1404801,2017-07-08 05:21:54,2017-07-12 05:21:54,HE-14800,FUR-FU-10003247,4,0.00
8406,CA-2017-1404802,2017-07-08 06:35:58,2017-07-12 06:35:58,HE-14800,TEC-AC-10002473,5,0.00
8407,CA-2017-1404803,2017-07-08 07:02:40,2017-07-12 07:02:40,HE-14800,FUR-FU-10001057,2,0.00
8408,CA-2017-1404804,2017-07-08 08:00:22,2017-07-12 08:00:22,HE-14800,OFF-AR-10001419,7,0.00
8409,CA-2017-1404805,2017-07-08 09:12:38,2017-07-12 09:12:38,HE-14800,OFF-AR-10004010,5,0.00
8410,CA-2015-1340821,2015-12-11 02:47:48,2015-12-17 02:47:48,JK-15640,OFF-BI-10004230,4,0.20
8411,CA-2016-1308201,2016-11-15 02:30:54,2016-11-15 02:30:54,ON-18715,FUR-TA-10001768,4,0.40
8412,CA-2016-1597651,2016-05-09 11:28:23,2016-05-12 11:28:23,TH-21100,OFF-AR-10003514,7,0.00
8413,CA-2017-1322901,2017-03-10 11:32:48,2017-03-14 11:32:48,MD-17350,FUR-TA-10002228,4,0.30
8414,CA-2016-1471091,2016-12-17 09:32:47,2016-12-21 09:32:47,AH-10075,OFF-PA-10001972,10,0.20
8415,CA-2016-1471092,2016-12-17 10:11:19,2016-12-21 10:11:19,AH-10075,TEC-AC-10002942,3,0.20
8416,CA-2017-1072651,2017-04-06 11:31:10,2017-04-12 11:31:10,ML-17755,OFF-PA-10000474,3,0.00
8417,CA-2017-1181991,2017-05-09 10:17:49,2017-05-11 10:17:49,LB-16795,OFF-BI-10004330,5,0.20
8418,CA-2017-1181992,2017-05-09 11:11:05,2017-05-11 11:11:05,LB-16795,OFF-ST-10000604,3,0.00
8419,CA-2017-1181993,2017-05-09 12:35:55,2017-05-11 12:35:55,LB-16795,FUR-TA-10004154,1,0.00
8420,CA-2017-1181994,2017-05-09 13:25:54,2017-05-11 13:25:54,LB-16795,OFF-ST-10000636,4,0.00
8421,CA-2017-1181995,2017-05-09 14:39:39,2017-05-11 14:39:39,LB-16795,TEC-AC-10004171,2,0.00
8422,CA-2017-1500911,2017-10-12 14:18:11,2017-10-16 14:18:11,NP-18670,TEC-AC-10002167,3,0.00
8423,CA-2017-1500912,2017-10-12 15:17:14,2017-10-16 15:17:14,NP-18670,OFF-FA-10000621,5,0.00
8424,CA-2017-1500913,2017-10-12 16:51:09,2017-10-16 16:51:09,NP-18670,FUR-FU-10004053,2,0.00
8425,CA-2017-1500914,2017-10-12 17:54:07,2017-10-16 17:54:07,NP-18670,FUR-BO-10003404,5,0.00
8426,CA-2016-1376521,2016-08-28 06:38:54,2016-08-30 06:38:54,EB-13750,OFF-BI-10004099,8,0.70
8427,CA-2015-1283561,2015-10-02 07:47:38,2015-10-07 07:47:38,RP-19390,OFF-SU-10004290,2,0.20
8428,CA-2017-1670171,2017-11-23 07:31:41,2017-11-25 07:31:41,DC-12850,OFF-SU-10001935,2,0.00
8429,US-2017-1322201,2017-11-12 08:56:14,2017-11-16 08:56:14,DJ-13510,TEC-AC-10004227,6,0.20
8430,CA-2016-1181291,2016-12-19 11:46:38,2016-12-21 11:46:38,CL-12565,FUR-FU-10004904,5,0.20
